article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
0932426001,0932426,AW Alicia tee,255,T-shirt,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Boxy-style, cropped top in soft cotton jersey. Round neckline with a jacquard-knit trim, dropped shoulders and short, wide sleeves."
0932426002,0932426,AW Alicia tee,255,T-shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Boxy-style, cropped top in soft cotton jersey. Round neckline with a jacquard-knit trim, dropped shoulders and short, wide sleeves."
0932558001,0932558,PORTOBELLO LS MUSCLE POLO,257,Polo shirt,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,"Long-sleeved polo shirt in cotton piqué with a ribbed collar, and two buttons at the top. Muscle Fit – a fit designed to showcase the body’s physique with narrow shoulders and tapered sleeves to create a flattering silhouette."
0932558002,0932558,PORTOBELLO LS MUSCLE POLO,257,Polo shirt,Garment Upper body,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,"Long-sleeved polo shirt in cotton piqué with a ribbed collar, and two buttons at the top. Muscle Fit – a fit designed to showcase the body’s physique with narrow shoulders and tapered sleeves to create a flattering silhouette."
0932578001,0932578,Milan jumpsuit,267,Jumpsuit/Playsuit,Garment Full body,1010016,Solid,12,Light Beige,1,Dusty Light,9,White,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length boiler suit in cotton twill with a soft finish. Collar, concealed buttons at the top and covered elastication and a detachable tie belt at the waist. Flap chest pockets and diagonal front pockets. Long sleeves with buttoned cuffs and wide, gently tapered legs."
0932642001,0932642,Challe Phonewallet,78,Other accessories,Accessories,1010001,All over pattern,09,Black,4,Dark,5,Black,3419,Other items,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Quilted smartphone bag in imitation leather with four card slots, a flap and concealed magnetic press-stud, and a narrow, detachable metal chain shoulder strap. Length of shoulder strap 115 cm."
0932666001,0932666,Bomi bomber,262,Jacket,Garment Upper body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Boxy-style bomber jacket with a ribbed stand-up collar, zip down the front and diagonal front pockets with a flap and press-stud. Dropped shoulders and long, wide sleeves. Lined."
0932722001,0932722,Pierce trousers,272,Trousers,Garment Lower body,1010016,Solid,09,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Sweatpants in soft sweatshirt fabric made from a cotton blend. High waist with covered elastication and a drawstring, side pockets, and covered elastication at the hems. Soft brushed inside. The polyester content of the sweatpants is recycled."
0932722002,0932722,Pierce trousers,272,Trousers,Garment Lower body,1010010,Melange,07,Grey,1,Dusty Light,12,Grey,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Sweatpants in soft sweatshirt fabric made from a cotton blend. High waist with covered elastication and a drawstring, side pockets, and covered elastication at the hems. Soft brushed inside. The polyester content of the sweatpants is recycled."
0932734001,0932734,Lacey HW loose woven TRS,272,Trousers,Garment Lower body,1010016,Solid,07,Grey,2,Medium Dusty,12,Grey,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"Tailored trousers in woven fabric with a key chain. High waist with pleats at the front and covered elastication at the back, zip fly with a button, side pockets, a fake back pocket and wide, gently flared legs."
0932958001,0932958,BASIL CLEAN SWEATS,272,Trousers,Garment Lower body,1010016,Solid,09,Black,4,Dark,5,Black,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,"Joggers in sturdy, slightly heavier jersey made from a cotton blend with covered elastication, a drawstring and a press-stud at the waist. Diagonal welt pockets at the front and one welt back pocket. Straight, gently tapered legs with sewn-in creases."
0932958002,0932958,BASIL CLEAN SWEATS,272,Trousers,Garment Lower body,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,"Joggers in sturdy, slightly heavier jersey made from a cotton blend with covered elastication, a drawstring and a press-stud at the waist. Diagonal welt pockets at the front and one welt back pocket. Straight, gently tapered legs with sewn-in creases."
0933032001,0933032,Blossom pile shacket,262,Jacket,Garment Upper body,1010016,Solid,11,Off White,1,Dusty Light,9,White,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Knee-length shirt jacket in soft faux shearling with a collar, buttons down the front and a yoke at the back. Low dropped shoulders and long sleeves with buttoned cuffs. Flap chest pockets, pockets in the side seams and a rounded hem. Slightly longer at the back. Unlined."
0933032002,0933032,Blossom pile shacket,262,Jacket,Garment Upper body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Knee-length shirt jacket in soft faux shearling with a collar, buttons down the front and a yoke at the back. Low dropped shoulders and long sleeves with buttoned cuffs. Flap chest pockets, pockets in the side seams and a rounded hem. Slightly longer at the back. Unlined."
0933032003,0933032,Blossom pile shacket,262,Jacket,Garment Upper body,1010016,Solid,06,Light Grey,1,Dusty Light,12,Grey,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Knee-length shirt jacket in soft faux shearling with a collar, buttons down the front and a yoke at the back. Low dropped shoulders and long sleeves with buttoned cuffs. Flap chest pockets, pockets in the side seams and a rounded hem. Slightly longer at the back. Unlined."
0933111001,0933111,PQ CORINNE DOWN JACKET,262,Jacket,Garment Upper body,1010016,Solid,13,Beige,1,Dusty Light,1,Mole,1912,Woven Premium,A,Ladieswear,1,Ladieswear,14,Womens Premium,1001,Unknown,"Jacket in woven fabric with a filling of 80% down and 20% feathers. Stand-up collar with a drawstring, a zip down the front, discreet pockets in the side seams, dropped shoulders and covered elastication at the cuffs. Seam with a drawstring at the waist. Lined."
0933111002,0933111,PQ CORINNE DOWN JACKET,262,Jacket,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,1912,Woven Premium,A,Ladieswear,1,Ladieswear,14,Womens Premium,1001,Unknown,"Jacket in woven fabric with a filling of 80% down and 20% feathers. Stand-up collar with a drawstring, a zip down the front, discreet pockets in the side seams, dropped shoulders and covered elastication at the cuffs. Seam with a drawstring at the waist. Lined."
0933165001,0933165,PQ SALVADOR  CASH TABBARD,80,Scarf,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,1612,Jersey/Knitwear Premium,A,Ladieswear,1,Ladieswear,14,Womens Premium,1003,Knitwear,Ribbed polo-neck collar in soft cashmere.
0933165002,0933165,PQ SALVADOR  CASH TABBARD,80,Scarf,Accessories,1010010,Melange,15,Greyish Beige,2,Medium Dusty,1,Mole,1612,Jersey/Knitwear Premium,A,Ladieswear,1,Ladieswear,14,Womens Premium,1003,Knitwear,Ribbed polo-neck collar in soft cashmere.
0933214001,0933214,Goldenglow dress,265,Dress,Garment Full body,1010016,Solid,09,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short, A-line dress in woven fabric with a sheen. Stand-up collar with a small frill trim, an opening at the back with buttons at the back of the neck and a V-shaped yoke front and back. Long, wide puff sleeves with narrow, covered elastication at the cuffs, and a gathered seam above the hem for added volume. Unlined."
0933316001,0933316,Sapphire dress,265,Dress,Garment Full body,1010016,Solid,09,Black,4,Dark,5,Black,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Fitted, calf-length dress in stretch jersey with zigzag seams around the neckline and armholes. Narrow cut at the top, a racer back and a slit in one side."
0933316003,0933316,Sapphire dress,265,Dress,Garment Full body,1010016,Solid,21,Light Yellow,1,Dusty Light,11,Beige,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Fitted, calf-length dress in stretch jersey with zigzag seams around the neckline and armholes. Narrow cut at the top, a racer back and a slit in one side."
0933327001,0933327,Chrissy Skirt Jersey,275,Skirt,Garment Lower body,1010004,Check,09,Black,4,Dark,5,Black,1743,Projects Woven Bottoms,D,Divided,2,Divided,50,Divided Projects,1009,Trousers,"Short skirt in jacquard-patterned, textured jersey with a concealed zip in one side."
0933373001,0933373,Class Kant hoop,70,Earring,Accessories,1010016,Solid,05,Gold,5,Bright,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Hexagonal earrings. The zinc content of the earrings is recycled.
0933373002,0933373,Class Kant hoop,70,Earring,Accessories,1010016,Solid,03,Silver,3,Light,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Hexagonal earrings. The zinc content of the earrings is recycled.
0933374001,0933374,Flirty Valeria earcuff pk,70,Earring,Accessories,1010016,Solid,05,Gold,5,Bright,15,Metal,4345,Jewellery Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Earrings and ear cuffs in metal decorated with glass rhinestones. Three earrings and three ear cuffs.
0933399001,0933399,Flirty Lili earcuff pk,70,Earring,Accessories,1010016,Solid,05,Gold,5,Bright,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Metal earrings and ear cuffs in various designs decorated with glass rhinestones. The zinc content is recycled.
0933403001,0933403,Cool Slange hoop,70,Earring,Accessories,1010016,Solid,05,Gold,5,Bright,15,Metal,4345,Jewellery Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,A pair of snake-shaped hoop earrings made from recycled zinc decorated with glass rhinestones.
0933404001,0933404,Cool Gast hoop,70,Earring,Accessories,1010016,Solid,05,Gold,5,Bright,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,A pair of twisted metal hoop earrings. The zinc content is recycled.
0933405001,0933405,Flirty Slinga ring,79,Ring,Accessories,1010016,Solid,52,Pink,7,Medium,4,Pink,4345,Jewellery Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Metal ring in the shape of a snake decorated with glass rhinestones.
0933406001,0933406,Flirty Saphira earcuff pk,508,Earrings,Accessories,1010016,Solid,05,Gold,5,Bright,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Metal ear cuffs in various designs, two decorated with glass rhinestones and two with plastic beads."
0933408001,0933408,Flirty Lora necklace,77,Necklace,Accessories,1010016,Solid,05,Gold,5,Bright,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Three-strand metal necklace with chains in various designs, two decorated with a pendant."
0933408002,0933408,Flirty Lora necklace,77,Necklace,Accessories,1010016,Solid,03,Silver,3,Light,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Three-strand metal necklace with chains in various designs, two decorated with a pendant."
0933409001,0933409,Flirty Perfa ring pk,79,Ring,Accessories,1010016,Solid,05,Gold,5,Bright,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Metal rings in various designs.
0933409002,0933409,Flirty Perfa ring pk,79,Ring,Accessories,1010016,Solid,03,Silver,3,Light,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Metal rings in various designs.
0933410001,0933410,Flirty Novali earring,70,Earring,Accessories,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,4345,Jewellery Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,A pair of metal hoop earrings decorated with chains and glass rhinestones.
0933411001,0933411,Flirty Zanita ring pk,79,Ring,Accessories,1010016,Solid,05,Gold,5,Bright,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Metal rings in various designs.
0933413001,0933413,Flirty Carla earcuff pk,70,Earring,Accessories,1010016,Solid,05,Gold,5,Bright,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Set with two ear cuffs and two non-matching earrings in metal in various designs. The zinc content is recycled.
0933417001,0933417,Flirty Ana earcuff pk,70,Earring,Accessories,1010016,Solid,05,Gold,5,Bright,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Set with two ear cuffs, two non-matching hoop earrings and a small metal stud. Three pieces are decorated with glass rhinestones and one with pearly plastic beads. The zinc content is recycled."
0933420001,0933420,Flirty Lovy earcuff pk,70,Earring,Accessories,1010016,Solid,05,Gold,5,Bright,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Set with three ear cuffs and a pair of hoop earrings in metal. The earrings have star-shaped pendants and are decorated with glass rhinestones. Two of the ear cuffs are also decorated with glass rhinestones. The zinc and brass content is recycled.
0933426001,0933426,Flirty Klo stud pk,70,Earring,Accessories,1010016,Solid,05,Gold,5,Bright,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Metal earrings in various designs, some decorated with glass rhinestones and one pair with pearly plastic beads. The zinc content of the earrings is recycled."
0933460001,0933460,Flirty Clea necklace,77,Necklace,Accessories,1010016,Solid,05,Gold,5,Bright,15,Metal,4345,Jewellery Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Thin metal chain necklace with three heart-shaped pendants in various sizes. The largest heart opens up. Adjustable length.
0933464001,0933464,Cool Chili necklace,77,Necklace,Accessories,1010016,Solid,05,Gold,5,Bright,15,Metal,4345,Jewellery Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Thin metal chain necklace with a round, hammered pendant. Adjustable length."
0933476001,0933476,Class Glada stud pk,70,Earring,Accessories,1010016,Solid,05,Gold,5,Bright,15,Metal,4345,Jewellery Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Metal earrings in various sizes and designs. Some of the earrings are decorated with rhinestones and some with pearly plastic beads.
0933607001,0933607,Viper Elastic,67,Belt,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,3509,Belts,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Waist belt in elastic made from recycled polyester with a metal fastener at the front. Width 5 cm.
0933662001,0933662,SPEED PRAWN PU BLOUSE,259,Shirt,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Blouse in imitation leather with a pointed collar, press-studs down the front, long puff sleeves with buttoned cuffs, and a gently rounded hem."
0933706001,0933706,Penelope Denim Price Item,258,Blouse,Garment Upper body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in sturdy cotton denim with buttons down the front and a wide, rounded collar with a small frill trim. Long sleeves with wide, buttoned cuffs, and a gently rounded hem. Slightly longer at the back. The cotton content of the blouse is partly recycled."
0933729001,0933729,HEDDA training cap (C),69,Cap/peaked,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,8396,Ladies Sport Acc,S,Sport,26,Sport,5,Ladies H&M Sport,1019,Accessories,Sports cap in a recycled polyester weave with a moisture-absorbing terry band on the inside and tab with an adjustable plastic fastener at the back.
0933729002,0933729,HEDDA conscious training cap,69,Cap/peaked,Accessories,1010016,Solid,92,Green,2,Medium Dusty,12,Grey,8396,Ladies Sport Acc,S,Sport,26,Sport,5,Ladies H&M Sport,1019,Accessories,Sports cap in a recycled polyester weave with a moisture-absorbing terry band on the inside and tab with an adjustable plastic fastener at the back.
0933776001,0933776,Middlesbrough,252,Sweater,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy,"Rugby shirt in soft jersey with a contrasting colour collar, concealed buttons at the top, long sleeves with ribbed cuffs, and slits in the sides."
0933776002,0933776,Middlesbrough,252,Sweater,Garment Upper body,1010017,Stripe,13,Beige,1,Dusty Light,11,Beige,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy,"Rugby shirt in soft jersey with a contrasting colour collar, concealed buttons at the top, long sleeves with ribbed cuffs, and slits in the sides."
0933776003,0933776,Middlesbrough,252,Sweater,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy,"Rugby shirt in soft jersey with a contrasting colour collar, concealed buttons at the top, long sleeves with ribbed cuffs, and slits in the sides."
0933802002,0933802,Tora LS(1),265,Dress,Garment Full body,1010016,Solid,09,Black,4,Dark,5,Black,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,"Fitted, knee-length dress in soft, organic cotton jersey with a rounded neckline, long sleeves and gathers in the sides for best fit over the tummy."
0933821002,0933821,Clary culotte,272,Trousers,Garment Lower body,1010016,Solid,09,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"High-waisted culottes with covered elastication at the back of the waist, a zip fly with hook-and-eye fasteners, diagonal side pockets and wide, straight legs with a seam at the knees."
0933821003,0933821,Clary culotte,272,Trousers,Garment Lower body,1010016,Solid,43,Dark Red,4,Dark,18,Red,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"High-waisted culottes with covered elastication at the back of the waist, a zip fly with hook-and-eye fasteners, diagonal side pockets and wide, straight legs with a seam at the knees."
0933838001,0933838,Megan Hoodie Price Item,252,Sweater,Garment Upper body,1010016,Solid,91,Light Green,1,Dusty Light,19,Green,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Top in soft sweatshirt fabric with a jersey-lined drawstring hood. Dropped shoulders, long sleeves and ribbing at the cuffs and hem. Soft brushed inside. The polyester content of the top is recycled."
0933838002,0933838,Megan Hoodie Price Item,252,Sweater,Garment Upper body,1010016,Solid,61,Light Purple,1,Dusty Light,6,Lilac Purple,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Top in soft sweatshirt fabric with a jersey-lined drawstring hood. Dropped shoulders, long sleeves and ribbing at the cuffs and hem. Soft brushed inside. The polyester content of the top is recycled."
0933882001,0933882,Cayman Jersey Top,254,Top,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Cropped top in jersey made from a viscose blend with a deep neckline, long puff sleeves, an asymmetric seam under the bust and a wide hook-and-eye fastening at the back. Recycled polyester lining."
0933885004,0933885,Whirl dress,265,Dress,Garment Full body,1010001,All over pattern,71,Light Blue,1,Dusty Light,2,Blue,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Short, fitted dress in jersey with concealed vertical elastication down the front for a draped effect. Stand-up collar, long sleeves and a concealed zip at the back. Unlined."
0933889001,0933889,Herbal hood,308,Hoodie,Garment Upper body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,4091,Price Items,D,Divided,2,Divided,50,Divided Projects,1001,Unknown,"Hoodie in patterned sweatshirt fabric with an appliqué at the top. Jersey-lined, drawstring hood, dropped shoulders, long sleeves and ribbing at the cuffs and hem. Soft brushed inside."
0933891001,0933891,Loose Straight Campaign,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Loose fit, 5-pocket jeans in washed cotton denim with a high waist, zip fly and button and straight legs. The cotton content of the jeans is partly recycled."
0933905001,0933905,SPORT Mama Dexter,254,Top,Garment Upper body,1010016,Solid,63,Dark Purple,2,Medium Dusty,6,Lilac Purple,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,Sleeveless sports top in fast-drying functional fabric with a racer back.
0933905002,0933905,SPORT Mama Dexter,254,Top,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,Sleeveless sports top in fast-drying functional fabric with a racer back.
0933909001,0933909,HW Circus body,256,Bodysuit,Garment Upper body,1010012,Mixed solid/pattern,42,Red,7,Medium,18,Red,4090,Promotion/ Other /Offer,D,Divided,2,Divided,50,Divided Projects,1023,Special Offers,"Long-sleeved, fancy dress body in soft velour with a concealed zip at the back, fringed epaulettes, shimmering, decorative buttons down the front and shimmering trims at the cuffs. Seam at the waist and a gathered peplum that is open at the front and back."
0933910001,0933910,2p Mini click clack,72,Hair clip,Accessories,1010016,Solid,03,Silver,3,Light,15,Metal,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Hair clips in metal decorated with beads.
0933910002,0933910,2p Mini click clack,72,Hair clip,Accessories,1010016,Solid,61,Light Purple,3,Light,4,Pink,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Hair clips in metal decorated with beads.
0933928002,0933928,Cool Flashy earcuff pk,70,Earring,Accessories,1010016,Solid,03,Silver,3,Light,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Set containing nine earrings and one ear cuff in metal. Six pieces are decorated with glass rhinestones. One of the earrings is a hoop with a pendant. The zinc and brass content are recycled.
0933932001,0933932,Cool Viva hoop pk,70,Earring,Accessories,1010016,Solid,05,Gold,5,Bright,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Small metal hoop earrings in various designs. The zinc content of the earrings is recycled.
0933959001,0933959,Holly T-shirt,255,T-shirt,Garment Upper body,1010008,Front print,10,White,3,Light,9,White,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,"T-shirt in soft, organic cotton jersey with a round neckline, text print on the front, vertical seam at the back and gathers in the sides for best fit over the tummy."
0933963001,0933963,Cool Cinema earcuff pk,70,Earring,Accessories,1010016,Solid,05,Gold,5,Bright,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Set containing nine earrings and two ear cuffs in metal. Five pieces are decorated with glass rhinestones. Three of the earrings are hoops with small pendants. The zinc and brass content are recycled.
0933974001,0933974,Gift pack,75,Hat/beanie,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,8560,Men Sport Acc,S,Sport,26,Sport,22,Men H&M Sport,1019,Accessories,"Sports set with a hat, tube scarf and gloves in fast-drying functional fabric with a small reflective detail. The gloves have ribbed cuffs."
0933989001,0933989,LW (K) Rose conc rib trs,272,Trousers,Garment Lower body,1010010,Melange,09,Black,4,Dark,12,Grey,3708,Loungewear,A,Ladieswear,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Trousers in a soft rib knit containing some wool. High waist with covered elastication and wide, straight legs with narrow, ribbed trims at the hems. The polyester content of the trousers is recycled."
0933990001,0933990,LW (K) Rose conc rib crop top,253,Vest top,Garment Upper body,1010010,Melange,09,Black,4,Dark,12,Grey,3708,Loungewear,A,Ladieswear,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Cropped top in a soft rib knit containing some wool with wide shoulder straps and a narrow, ribbed trim at the hem. The polyester content of the top is recycled."
0934039001,0934039,Flash,252,Sweater,Garment Upper body,1010010,Melange,06,Light Grey,1,Dusty Light,12,Grey,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Jumper in a soft knit containing some wool with a ribbed, beaded collar. Gently dropped shoulders, long, wide sleeves and ribbing at the cuffs and hem. The polyester content of the jumper is recycled."
0934053001,0934053,Chain,252,Sweater,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Jumper in a soft knit containing some wool. Ribbed neckline decorated with a metal chain at the front, long, wide sleeves and ribbing at the cuffs and hem. The polyester content of the jumper is recycled."
0934054001,0934054,Sicilly top,258,Blouse,Garment Upper body,1010016,Solid,13,Beige,1,Dusty Light,1,Mole,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"V-neck blouse in woven fabric with a slight sheen. Sewn-in wrapover front, a gathered, overlocked frill trim around the neckline and waist, and long puff sleeves with gathers to the cuffs. Seam at the waist with narrow, covered elastication and a gently flared peplum."
0934054002,0934054,Sicilly top,258,Blouse,Garment Upper body,1010016,Solid,06,Light Grey,1,Dusty Light,12,Grey,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"V-neck blouse in woven fabric with a slight sheen. Sewn-in wrapover front, a gathered, overlocked frill trim around the neckline and waist, and long puff sleeves with gathers to the cuffs. Seam at the waist with narrow, covered elastication and a gently flared peplum."
0934072001,0934072,Brie dress,265,Dress,Garment Full body,1010016,Solid,19,Greenish Khaki,1,Dusty Light,20,Khaki green,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in satin with inset elasticated trims around the collar, shoulders, waist and sleeves for a gathered effect. Stand up collar with buttons at the back of the neck and long, wide sleeves that taper to the cuffs. Seam at the waist and a flared skirt. Satin-lined bodice and skirt."
0934072003,0934072,Brie dress,265,Dress,Garment Full body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in satin with inset elasticated trims around the collar, shoulders, waist and sleeves for a gathered effect. Stand up collar with buttons at the back of the neck and long, wide sleeves that taper to the cuffs. Seam at the waist and a flared skirt. Satin-lined bodice and skirt."
0934091001,0934091,Bobby Lipstick bag,78,Other accessories,Accessories,1010001,All over pattern,09,Black,4,Dark,5,Black,3420,Small Accessories Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Lipstick bag in grained imitation leather with a detachable, metal chain shoulder strap and a metal decoration on the front. Concealed press-stud fastener and a mirror on the inside. Lined. Depth 3 cm. Height 3 cm. Width 8.5 cm."
0934099001,0934099,Stoffe Minibag,78,Other accessories,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,3420,Small Accessories Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Small shoulder bag in soft imitation leather with a narrow, metal-chain shoulder strap and room for a credit card. Lining in woven fabric made from recycled polyester. Width 10 cm. Height 8 cm."
